Country Code,year,indicator,estimate
PAK,2016,rq,-0.66
PLW,2016,rq,0.13
PAN,2016,rq,0.47
PNG,2016,rq,-0.57
PRY,2016,rq,-0.23
PER,2016,rq,0.47
PHL,2016,rq,0.11
POL,2016,rq,0.91
PRT,2016,rq,0.83
PRI,2016,rq,0.94
QAT,2016,rq,0.68
ROM,2016,rq,0.57
RUS,2016,rq,-0.44
RWA,2016,rq,0.01
REU,2016,rq,1.23
WSM,2016,rq,-0.14
SMR,2016,rq,0.49
SAU,2016,rq,0.06
SEN,2016,rq,-0.21
SRB,2016,rq,0.02
SYC,2016,rq,-0.09
SLE,2016,rq,-0.95
SGP,2016,rq,2.17
SVK,2016,rq,0.88
SVN,2016,rq,0.63
SLB,2016,rq,-0.97
SOM,2016,rq,-2.18
ZAF,2016,rq,0.12
SSD,2016,rq,-1.8
ESP,2016,rq,1
LKA,2016,rq,-0.12
KNA,2016,rq,0.71
LCA,2016,rq,0.27
VCT,2016,rq,0.26
SDN,2016,rq,-1.49
SUR,2016,rq,-0.64
SWE,2016,rq,1.84
CHE,2016,rq,1.9
SYR,2016,rq,-1.68
STP,2016,rq,-0.87
TWN,2016,rq,1.28
TJK,2016,rq,-1.12
TZA,2016,rq,-0.48
THA,2016,rq,0.05
TMP,2016,rq,-0.99
TGO,2016,rq,-0.83
TON,2016,rq,-0.43
TTO,2016,rq,-0.02
TUN,2016,rq,-0.45
TKM,2016,rq,-2.12
TUV,2016,rq,-0.57
TUR,2016,rq,0.19
UGA,2016,rq,-0.27
UKR,2016,rq,-0.41
ARE,2016,rq,0.96
GBR,2016,rq,1.75
USA,2016,rq,1.49
URY,2016,rq,0.68
UZB,2016,rq,-1.64
VUT,2016,rq,-0.3
VEN,2016,rq,-2
VNM,2016,rq,-0.5
VIR,2016,rq,0.86
WBG,2016,rq,0.05
YEM,2016,rq,-1.5
ZMB,2016,rq,-0.54
ZWE,2016,rq,-1.69
AFG,2016,va,-1.04
ALB,2016,va,0.17
DZA,2016,va,-0.86
ADO,2016,va,1.18
AGO,2016,va,-1.14
ATG,2016,va,0.63
ARG,2016,va,0.49
ARM,2016,va,-0.58
ABW,2016,va,1.28
AUS,2016,va,1.35
AUT,2016,va,1.34
AZE,2016,va,-1.56
BHS,2016,va,0.85
BHR,2016,va,-1.37
BGD,2016,va,-0.58
BRB,2016,va,1.09
BLR,2016,va,-1.34
BEL,2016,va,1.38
BLZ,2016,va,0.57
BEN,2016,va,0.41
BTN,2016,va,-0.03
BOL,2016,va,-0.04
BIH,2016,va,-0.13
BWA,2016,va,0.4
BRA,2016,va,0.45
BRN,2016,va,-0.9
BGR,2016,va,0.4
BFA,2016,va,0.01
BDI,2016,va,-1.56
KHM,2016,va,-1.11
CMR,2016,va,-1.03
CAN,2016,va,1.45
CPV,2016,va,0.97
CYM,2016,va,0.47
CAF,2016,va,-1.08
TCD,2016,va,-1.36
CHL,2016,va,1
CHN,2016,va,-1.56
COL,2016,va,0.12
COM,2016,va,-0.29
ZAR,2016,va,-1.41
COG,2016,va,-1.16
CRI,2016,va,1.12
HRV,2016,va,0.53
CUB,2016,va,-1.56
CYP,2016,va,1.05
CZE,2016,va,1.03
CIV,2016,va,-0.31
DNK,2016,va,1.54
DJI,2016,va,-1.37
DMA,2016,va,0.9
DOM,2016,va,0.18
ECU,2016,va,-0.25
EGY,2016,va,-1.2
SLV,2016,va,0.19
GNQ,2016,va,-1.95
ERI,2016,va,-2.17
EST,2016,va,1.21
SWZ,2016,va,-1.43
ETH,2016,va,-1.4
FJI,2016,va,0.03
FIN,2016,va,1.53
FRA,2016,va,1.14
GUF,2016,va,1.28
GAB,2016,va,-0.97
GMB,2016,va,-1.26
GEO,2016,va,0.3
DEU,2016,va,1.36
GHA,2016,va,0.58
GRC,2016,va,0.67
GRL,2016,va,1.28
GRD,2016,va,0.82
GTM,2016,va,-0.29
GIN,2016,va,-0.76
GNB,2016,va,-0.73
GUY,2016,va,0.25
HTI,2016,va,-0.76
HND,2016,va,-0.44
HKG,2016,va,0.38
HUN,2016,va,0.4
ISL,2016,va,1.36
IND,2016,va,0.44
IDN,2016,va,0.17
IRN,2016,va,-1.34
IRQ,2016,va,-1.02
IRL,2016,va,1.29
ISR,2016,va,0.79
ITA,2016,va,1.04
JAM,2016,va,0.68
JPN,2016,va,0.98
JEY,2016,va,1.28
JOR,2016,va,-0.71
KAZ,2016,va,-1.21
KEN,2016,va,-0.11
KIR,2016,va,1
PRK,2016,va,-2.18
KOR,2016,va,0.64
KSV,2016,va,-0.15
KWT,2016,va,-0.63
KGZ,2016,va,-0.42
LAO,2016,va,-1.76
LVA,2016,va,0.84
LBN,2016,va,-0.52
LSO,2016,va,-0.01
LBR,2016,va,-0.11
LBY,2016,va,-1.43
LIE,2016,va,1.25
LTU,2016,va,1
LUX,2016,va,1.5
MAC,2016,va,-0.06
MDG,2016,va,-0.32
MWI,2016,va,-0.03
MYS,2016,va,-0.42
MDV,2016,va,-0.71
MLI,2016,va,-0.18
MLT,2016,va,1.2
MHL,2016,va,1.19
MRT,2016,va,-0.77
MUS,2016,va,0.82
MEX,2016,va,-0.07
FSM,2016,va,1.15
MDA,2016,va,-0.02
MCO,2016,va,0.84
MNG,2016,va,0.33
MNE,2016,va,0.08
MAR,2016,va,-0.62
MOZ,2016,va,-0.42
MMR,2016,va,-0.8
NAM,2016,va,0.58
NRU,2016,va,0.51
NPL,2016,va,-0.25
NLD,2016,va,1.54
NZL,2016,va,1.53
NIC,2016,va,-0.68
NER,2016,va,-0.42
NGA,2016,va,-0.32
MKD,2016,va,-0.23
NOR,2016,va,1.67
OMN,2016,va,-1.05
PAK,2016,va,-0.7
PLW,2016,va,1.21
PAN,2016,va,0.52
PNG,2016,va,0.16
PRY,2016,va,-0.06
PER,2016,va,0.27
PHL,2016,va,0.16
POL,2016,va,0.84
PRT,2016,va,1.16
PRI,2016,va,0.41
QAT,2016,va,-1.15
ROM,2016,va,0.54
RUS,2016,va,-1.13
RWA,2016,va,-1.15
WSM,2016,va,0.77
SMR,2016,va,1.19
SAU,2016,va,-1.73
SEN,2016,va,0.37
SRB,2016,va,0.2
SYC,2016,va,0.16
SLE,2016,va,-0.2
SGP,2016,va,-0.15
SVK,2016,va,0.96
SVN,2016,va,1.01
SLB,2016,va,0.47
SOM,2016,va,-1.91
ZAF,2016,va,0.65
SSD,2016,va,-1.8
ESP,2016,va,1.04
LKA,2016,va,-0.08
KNA,2016,va,1.01
LCA,2016,va,1.01
VCT,2016,va,0.95
SDN,2016,va,-1.83
SUR,2016,va,0.41
SWE,2016,va,1.57
CHE,2016,va,1.53
SYR,2016,va,-1.99
STP,2016,va,0.36
TWN,2016,va,1.01
TJK,2016,va,-1.69
TZA,2016,va,-0.22
THA,2016,va,-1.02
TMP,2016,va,0.22
TGO,2016,va,-0.55
TON,2016,va,0.64
TTO,2016,va,0.56
TUN,2016,va,0.3
TKM,2016,va,-2.17
TUV,2016,va,1.08
TUR,2016,va,-0.61
UGA,2016,va,-0.65
UKR,2016,va,0
ARE,2016,va,-1.05
GBR,2016,va,1.3
USA,2016,va,1.11
URY,2016,va,1.16
UZB,2016,va,-1.89
VUT,2016,va,0.66
VEN,2016,va,-1.14
VNM,2016,va,-1.37
WBG,2016,va,-1.09
YEM,2016,va,-1.69
ZMB,2016,va,-0.3
ZWE,2016,va,-1.18
AFG,2017,cc,-1.53
ALB,2017,cc,-0.48
DZA,2017,cc,-0.6
ASM,2017,cc,1.76
ADO,2017,cc,1.17
AGO,2017,cc,-1.45
AIA,2017,cc,1.17
ATG,2017,cc,0.2
ARG,2017,cc,-0.31
ARM,2017,cc,-0.64
ABW,2017,cc,1.24
AUS,2017,cc,1.75
AUT,2017,cc,1.5
AZE,2017,cc,-0.91
BHS,2017,cc,1.13
BHR,2017,cc,-0.17
BGD,2017,cc,-0.86
BRB,2017,cc,1.38
BLR,2017,cc,-0.24
BEL,2017,cc,1.4
BLZ,2017,cc,-0.31
BEN,2017,cc,-0.58
BMU,2017,cc,1.17
BTN,2017,cc,1.53
BOL,2017,cc,-0.7
BIH,2017,cc,-0.55
BWA,2017,cc,0.71
BRA,2017,cc,-0.56
BRN,2017,cc,0.68
BGR,2017,cc,-0.2
BFA,2017,cc,-0.14
BDI,2017,cc,-1.32
KHM,2017,cc,-1.32
CMR,2017,cc,-1.23
CAN,2017,cc,1.88
CPV,2017,cc,0.8
CYM,2017,cc,0.48
CAF,2017,cc,-1.2
TCD,2017,cc,-1.46
CHL,2017,cc,1
CHN,2017,cc,-0.29
COL,2017,cc,-0.43
COM,2017,cc,-0.71
ZAR,2017,cc,-1.45
COG,2017,cc,-1.37
CRI,2017,cc,0.43
HRV,2017,cc,0.06
CUB,2017,cc,0.23
CYP,2017,cc,0.75
CZE,2017,cc,0.57
CIV,2017,cc,-0.55
DNK,2017,cc,2.19
DJI,2017,cc,-0.67
DMA,2017,cc,0.63
DOM,2017,cc,-0.79
ECU,2017,cc,-0.63
EGY,2017,cc,-0.5
SLV,2017,cc,-0.53
GNQ,2017,cc,-1.65
ERI,2017,cc,-1.23
EST,2017,cc,1.2
SWZ,2017,cc,-0.07
ETH,2017,cc,-0.58
FJI,2017,cc,0.64
FIN,2017,cc,2.16
FRA,2017,cc,1.22
GUF,2017,cc,0.95
GAB,2017,cc,-0.84
GMB,2017,cc,-0.66
GEO,2017,cc,0.76
DEU,2017,cc,1.8
GHA,2017,cc,-0.25
GRC,2017,cc,-0.11
GRL,2017,cc,1.15
GRD,2017,cc,0.46
GUM,2017,cc,1.17
GTM,2017,cc,-0.79
GIN,2017,cc,-1.04
GNB,2017,cc,-1.6
GUY,2017,cc,-0.53
HTI,2017,cc,-1.26
HND,2017,cc,-0.74
HKG,2017,cc,1.57
HUN,2017,cc,0.09
ISL,2017,cc,1.79
IND,2017,cc,-0.29
IDN,2017,cc,-0.31
IRN,2017,cc,-0.84
IRQ,2017,cc,-1.43
IRL,2017,cc,1.53
ISR,2017,cc,0.79
ITA,2017,cc,0.18
JAM,2017,cc,-0.22
JPN,2017,cc,1.48
JEY,2017,cc,1.13
JOR,2017,cc,0.23
KAZ,2017,cc,-0.84
KEN,2017,cc,-0.97
KIR,2017,cc,0.41
PRK,2017,cc,-1.5
KOR,2017,cc,0.45
KSV,2017,cc,-0.53
KWT,2017,cc,-0.36
KGZ,2017,cc,-1.08
LAO,2017,cc,-0.97
LVA,2017,cc,0.5
LBN,2017,cc,-1.03
LSO,2017,cc,-0.06
LBR,2017,cc,-0.69
LBY,2017,cc,-1.56
LIE,2017,cc,2
LTU,2017,cc,0.52
LUX,2017,cc,1.94
MAC,2017,cc,0.59
MDG,2017,cc,-1.07
MWI,2017,cc,-0.69
MYS,2017,cc,-0.01
MDV,2017,cc,-0.74
MLI,2017,cc,-0.67
MLT,2017,cc,0.7
MHL,2017,cc,0.77
MTQ,2017,cc,1.17
MRT,2017,cc,-0.77
MUS,2017,cc,0.16
MEX,2017,cc,-0.95
FSM,2017,cc,0.77
MDA,2017,cc,-0.83
MCO,2017,cc,1.76
MNG,2017,cc,-0.48
MNE,2017,cc,-0.08
MAR,2017,cc,-0.2
MOZ,2017,cc,-0.86
MMR,2017,cc,-0.59
NAM,2017,cc,0.26
NRU,2017,cc,0.56
NPL,2017,cc,-0.78
NLD,2017,cc,1.75
NZL,2017,cc,2.2
NIC,2017,cc,-0.9
NER,2017,cc,-0.69
NGA,2017,cc,-1.1
MKD,2017,cc,-0.33
NOR,2017,cc,2.19
OMN,2017,cc,0.21
PAK,2017,cc,-0.8
PLW,2017,cc,0.56
PAN,2017,cc,-0.61
PNG,2017,cc,-0.91
PRY,2017,cc,-0.75
PER,2017,cc,-0.56
PHL,2017,cc,-0.51
POL,2017,cc,0.7
PRT,2017,cc,0.82
PRI,2017,cc,0.1
QAT,2017,cc,0.7
ROM,2017,cc,-0.14
RUS,2017,cc,-0.91
RWA,2017,cc,0.61
REU,2017,cc,0.58
WSM,2017,cc,0.66
SMR,2017,cc,1.17
SAU,2017,cc,0.33
SEN,2017,cc,-0.11
SRB,2017,cc,-0.44
SYC,2017,cc,0.85
SLE,2017,cc,-0.59
SGP,2017,cc,2.09
SVK,2017,cc,0.1
SVN,2017,cc,0.78
SLB,2017,cc,0.09
SOM,2017,cc,-1.74
ZAF,2017,cc,-0.13
SSD,2017,cc,-1.75
ESP,2017,cc,0.51
LKA,2017,cc,-0.49
KNA,2017,cc,0.46
LCA,2017,cc,0.58
VCT,2017,cc,0.71
SDN,2017,cc,-1.56
SUR,2017,cc,-0.21
SWE,2017,cc,2.1
CHE,2017,cc,1.95
SYR,2017,cc,-1.58
STP,2017,cc,0.15
TWN,2017,cc,0.93
TJK,2017,cc,-1.35
TZA,2017,cc,-0.49
THA,2017,cc,-0.45
TMP,2017,cc,-0.57
TGO,2017,cc,-0.74
TON,2017,cc,-0.18
TTO,2017,cc,-0.39
TUN,2017,cc,-0.16
TKM,2017,cc,-1.37
TUV,2017,cc,0.07
TUR,2017,cc,-0.21
UGA,2017,cc,-1.07
UKR,2017,cc,-0.83
ARE,2017,cc,1.1
GBR,2017,cc,1.81
USA,2017,cc,1.34
URY,2017,cc,1.25
UZB,2017,cc,-1.19
VUT,2017,cc,0
VEN,2017,cc,-1.39
VNM,2017,cc,-0.63
VIR,2017,cc,0.58
WBG,2017,cc,-0.06
YEM,2017,cc,-1.62
ZMB,2017,cc,-0.57
ZWE,2017,cc,-1.3
AFG,2017,ge,-1.39
ALB,2017,ge,0.1
DZA,2017,ge,-0.54
ASM,2017,ge,0.51
ADO,2017,ge,1.88
AGO,2017,ge,-0.95
AIA,2017,ge,0.78
ATG,2017,ge,-0.04
ARG,2017,ge,0.14
ARM,2017,ge,-0.25
ABW,2017,ge,0.88
AUS,2017,ge,1.5
AUT,2017,ge,1.47
AZE,2017,ge,-0.17
BHS,2017,ge,0.54
BHR,2017,ge,0.14
BGD,2017,ge,-0.75
BRB,2017,ge,0.8
BLR,2017,ge,-0.36
BEL,2017,ge,1.24
BLZ,2017,ge,-0.67
BEN,2017,ge,-0.7
BMU,2017,ge,1.33
BTN,2017,ge,0.56
BOL,2017,ge,-0.4
BIH,2017,ge,-0.52
BWA,2017,ge,0.37
BRA,2017,ge,-0.32
BRN,2017,ge,1.11
BGR,2017,ge,0.1
BFA,2017,ge,-0.64
BDI,2017,ge,-1.38
KHM,2017,ge,-0.7
CMR,2017,ge,-0.86
CAN,2017,ge,1.82
CPV,2017,ge,0.14
CYM,2017,ge,1.18
CAF,2017,ge,-1.79
TCD,2017,ge,-1.51
CHL,2017,ge,0.81
CHN,2017,ge,0.42
COL,2017,ge,-0.14
COM,2017,ge,-1.68
ZAR,2017,ge,-1.67
COG,2017,ge,-1.24
CRI,2017,ge,0.22
HRV,2017,ge,0.54
CUB,2017,ge,-0.2
CYP,2017,ge,0.89
CZE,2017,ge,1.03
CIV,2017,ge,-0.81
DNK,2017,ge,1.75
DJI,2017,ge,-1.09
DMA,2017,ge,-0.24
DOM,2017,ge,-0.38
ECU,2017,ge,-0.35
EGY,2017,ge,-0.53
SLV,2017,ge,-0.39
GNQ,2017,ge,-1.17
ERI,2017,ge,-1.8
EST,2017,ge,1.07
SWZ,2017,ge,-0.49
ETH,2017,ge,-0.76
FJI,2017,ge,0.24
FIN,2017,ge,1.98
FRA,2017,ge,1.31
GUF,2017,ge,1.33
GAB,2017,ge,-1
GMB,2017,ge,-0.75
GEO,2017,ge,0.48
DEU,2017,ge,1.61
GHA,2017,ge,-0.19
GRC,2017,ge,0.24
GRL,2017,ge,0.81
GRD,2017,ge,-0.14
GUM,2017,ge,0.24
GTM,2017,ge,-0.69
GIN,2017,ge,-1.09
GNB,2017,ge,-1.81
GUY,2017,ge,-0.28
HTI,2017,ge,-2.13
HND,2017,ge,-0.53
HKG,2017,ge,1.86
HUN,2017,ge,0.48
ISL,2017,ge,1.41
IND,2017,ge,0.04
IDN,2017,ge,-0.02
IRN,2017,ge,-0.24
IRQ,2017,ge,-1.22
IRL,2017,ge,1.27
ISR,2017,ge,1.35
ITA,2017,ge,0.49
JAM,2017,ge,0.55
JPN,2017,ge,1.58
JEY,2017,ge,1.23
JOR,2017,ge,0.07
KAZ,2017,ge,-0.07
KEN,2017,ge,-0.39
KIR,2017,ge,-0.07
PRK,2017,ge,-1.7
KOR,2017,ge,1.03
KSV,2017,ge,-0.42
KWT,2017,ge,-0.22
KGZ,2017,ge,-0.75
LAO,2017,ge,-0.42
LVA,2017,ge,0.87
LBN,2017,ge,-0.46
LSO,2017,ge,-0.92
LBR,2017,ge,-1.36
LBY,2017,ge,-1.61
LIE,2017,ge,1.72
LTU,2017,ge,0.93
LUX,2017,ge,1.65
MAC,2017,ge,1.34
MDG,2017,ge,-1.19
MWI,2017,ge,-0.73
MYS,2017,ge,0.78
MDV,2017,ge,-0.39
MLI,2017,ge,-0.96
MLT,2017,ge,0.97
MHL,2017,ge,-0.18
MTQ,2017,ge,1.06
MRT,2017,ge,-0.8
MUS,2017,ge,0.96
MEX,2017,ge,-0.07
FSM,2017,ge,0.4
MDA,2017,ge,-0.58
MCO,2017,ge,1.88
MNG,2017,ge,-0.28
MNE,2017,ge,0.17
MAR,2017,ge,-0.31
MOZ,2017,ge,-0.96
MMR,2017,ge,-1.09
NAM,2017,ge,0.22
NRU,2017,ge,-0.05
NPL,2017,ge,-0.94
NLD,2017,ge,1.81
NZL,2017,ge,1.73
NIC,2017,ge,-0.67
NER,2017,ge,-0.75
NGA,2017,ge,-1.04
MKD,2017,ge,-0.02
NOR,2017,ge,1.94
OMN,2017,ge,0.13
PAK,2017,ge,-0.63
PLW,2017,ge,0.23
PAN,2017,ge,0.03
PNG,2017,ge,-0.66
PRY,2017,ge,-0.84
PER,2017,ge,-0.2
PHL,2017,ge,-0.03
POL,2017,ge,0.55
PRT,2017,ge,1.29
PRI,2017,ge,-0.13
QAT,2017,ge,0.73
ROM,2017,ge,-0.08
RUS,2017,ge,-0.19
RWA,2017,ge,0.18
REU,2017,ge,1.06
WSM,2017,ge,0.7
SMR,2017,ge,1.6
SAU,2017,ge,0.21
SEN,2017,ge,-0.37
SRB,2017,ge,0.07
SYC,2017,ge,0.5
SLE,2017,ge,-1.22
SGP,2017,ge,2.23
SVK,2017,ge,0.67
SVN,2017,ge,1.13
SLB,2017,ge,-0.93
SOM,2017,ge,-2.28
ZAF,2017,ge,0.07
SSD,2017,ge,-2.44
ESP,2017,ge,1
LKA,2017,ge,-0.17
KNA,2017,ge,0.51
LCA,2017,ge,0.38
VCT,2017,ge,0.38
SDN,2017,ge,-1.48
SUR,2017,ge,-0.65
SWE,2017,ge,1.68
CHE,2017,ge,2.02
SYR,2017,ge,-1.8
STP,2017,ge,-0.85
TWN,2017,ge,1.22
TJK,2017,ge,-1.18
TZA,2017,ge,-0.68
THA,2017,ge,0.26
TMP,2017,ge,-1
TGO,2017,ge,-1.17
TON,2017,ge,-0.25
TTO,2017,ge,0.23
TUN,2017,ge,-0.05
TKM,2017,ge,-1.01
TUV,2017,ge,-0.7
TUR,2017,ge,0.01
UGA,2017,ge,-0.63
UKR,2017,ge,-0.51
ARE,2017,ge,1.41
GBR,2017,ge,1.43
USA,2017,ge,1.52
URY,2017,ge,0.4
UZB,2017,ge,-0.63
VUT,2017,ge,-0.96
VEN,2017,ge,-1.43
VNM,2017,ge,-0.03
VIR,2017,ge,0.78
WBG,2017,ge,-0.44
YEM,2017,ge,-1.95
ZMB,2017,ge,-0.7
ZWE,2017,ge,-1.28
AFG,2017,pv,-2.79
ALB,2017,pv,0.37
DZA,2017,pv,-0.92
ASM,2017,pv,1.18
ADO,2017,pv,1.39
AGO,2017,pv,-0.39
AIA,2017,pv,1.36
ATG,2017,pv,0.73
ARG,2017,pv,0.16
ARM,2017,pv,-0.63
ABW,2017,pv,1.31
AUS,2017,pv,0.88
AUT,2017,pv,1.03
AZE,2017,pv,-0.75
BHS,2017,pv,0.98
BHR,2017,pv,-0.96
BGD,2017,pv,-1.25
BRB,2017,pv,0.95
BLR,2017,pv,-0.06
BEL,2017,pv,0.42
BLZ,2017,pv,0.03
BEN,2017,pv,0.03
BMU,2017,pv,0.98
BTN,2017,pv,1.1
BOL,2017,pv,-0.28
BIH,2017,pv,-0.35
BWA,2017,pv,1.01
BRA,2017,pv,-0.48
BRN,2017,pv,1.15
BGR,2017,pv,0.32
BFA,2017,pv,-0.93
BDI,2017,pv,-2
KHM,2017,pv,0.09
CMR,2017,pv,-1.09
CAN,2017,pv,1.09
CPV,2017,pv,0.76
CYM,2017,pv,1.16
CAF,2017,pv,-1.99
TCD,2017,pv,-1.29
CHL,2017,pv,0.41
CHN,2017,pv,-0.23
COL,2017,pv,-0.78
COM,2017,pv,0.02
ZAR,2017,pv,-2.34
COG,2017,pv,-0.53
CRI,2017,pv,0.6
HRV,2017,pv,0.68
CUB,2017,pv,0.64
CYP,2017,pv,0.53
CZE,2017,pv,0.99
CIV,2017,pv,-1.09
DNK,2017,pv,0.85
DJI,2017,pv,-0.73
DMA,2017,pv,1.17
DOM,2017,pv,0.15
ECU,2017,pv,-0.08
EGY,2017,pv,-1.43
SLV,2017,pv,-0.26
GNQ,2017,pv,-0.17
ERI,2017,pv,-0.73
EST,2017,pv,0.64
SWZ,2017,pv,-0.27
ETH,2017,pv,-1.68
FJI,2017,pv,0.59
FIN,2017,pv,1.06
FRA,2017,pv,0.27
GUF,2017,pv,0.49
GAB,2017,pv,-0.11
GMB,2017,pv,-0.09
GEO,2017,pv,-0.38
DEU,2017,pv,0.57
GHA,2017,pv,0.08
GRC,2017,pv,-0.08
GRL,2017,pv,1.93
GRD,2017,pv,0.99
GUM,2017,pv,0.68
GTM,2017,pv,-0.65
GIN,2017,pv,-0.7
GNB,2017,pv,-0.5
GUY,2017,pv,-0.05
HTI,2017,pv,-0.68
HND,2017,pv,-0.57
HKG,2017,pv,0.82
HUN,2017,pv,0.8
ISL,2017,pv,1.34
IND,2017,pv,-0.77
IDN,2017,pv,-0.5
IRN,2017,pv,-0.93
IRQ,2017,pv,-2.3
IRL,2017,pv,0.99
ISR,2017,pv,-0.89
ITA,2017,pv,0.29
JAM,2017,pv,0.3
JPN,2017,pv,1.1
JEY,2017,pv,1.28
JOR,2017,pv,-0.43
KAZ,2017,pv,0.02
KEN,2017,pv,-1.13
KIR,2017,pv,0.86
PRK,2017,pv,-0.5
KOR,2017,pv,0.38
KSV,2017,pv,-0.24
KWT,2017,pv,-0.05
KGZ,2017,pv,-0.36
LAO,2017,pv,0.39
LVA,2017,pv,0.45
LBN,2017,pv,-1.62
LSO,2017,pv,-0.19
LBR,2017,pv,-0.32
LBY,2017,pv,-2.35
LIE,2017,pv,1.46
LTU,2017,pv,0.77
LUX,2017,pv,1.31
MAC,2017,pv,1.41
MDG,2017,pv,-0.3
MWI,2017,pv,-0.25
MYS,2017,pv,0.11
MDV,2017,pv,0.22
MLI,2017,pv,-1.9
MLT,2017,pv,1.24
MHL,2017,pv,1.03
MTQ,2017,pv,0.98
MRT,2017,pv,-0.63
MUS,2017,pv,0.96
MEX,2017,pv,-0.81
FSM,2017,pv,1.16
MDA,2017,pv,-0.31
MCO,2017,pv,1.62
MNG,2017,pv,0.78
MNE,2017,pv,-0.06
MAR,2017,pv,-0.38
MOZ,2017,pv,-0.92
MMR,2017,pv,-1.08
NAM,2017,pv,0.62
NRU,2017,pv,0.93
NPL,2017,pv,-0.58
NLD,2017,pv,0.91
NZL,2017,pv,1.56
NIC,2017,pv,-0.05
NER,2017,pv,-1.26
NGA,2017,pv,-2
MKD,2017,pv,-0.26
NOR,2017,pv,1.15
OMN,2017,pv,0.75
PAK,2017,pv,-2.4
PLW,2017,pv,1.21
PAN,2017,pv,0.38
PNG,2017,pv,-0.69
PRY,2017,pv,0
PER,2017,pv,-0.26
PHL,2017,pv,-1.19
POL,2017,pv,0.51
PRT,2017,pv,1.11
PRI,2017,pv,0.48
QAT,2017,pv,0.65
ROM,2017,pv,0.05
RUS,2017,pv,-0.64
RWA,2017,pv,0.08
REU,2017,pv,0.29
WSM,2017,pv,1.16
SMR,2017,pv,1.39
SAU,2017,pv,-0.65
SEN,2017,pv,-0.06
SRB,2017,pv,0.08
SYC,2017,pv,0.78
SLE,2017,pv,-0.04
SGP,2017,pv,1.6
SVK,2017,pv,0.9
SVN,2017,pv,0.87
SLB,2017,pv,0.19
SOM,2017,pv,-2.25
ZAF,2017,pv,-0.28
SSD,2017,pv,-2.45
ESP,2017,pv,0.27
LKA,2017,pv,-0.08
KNA,2017,pv,0.63
LCA,2017,pv,0.97
VCT,2017,pv,0.87
SDN,2017,pv,-1.97
SUR,2017,pv,0.12
SWE,2017,pv,0.97
CHE,2017,pv,1.24
SYR,2017,pv,-2.61
STP,2017,pv,0.18
TWN,2017,pv,0.86
TJK,2017,pv,-0.67
TZA,2017,pv,-0.57
THA,2017,pv,-0.75
TMP,2017,pv,0.07
TGO,2017,pv,-0.87
TON,2017,pv,0.77
TTO,2017,pv,0.27
TUN,2017,pv,-1.02
TKM,2017,pv,-0.13
TUV,2017,pv,1.21
TUR,2017,pv,-1.79
UGA,2017,pv,-0.57
UKR,2017,pv,-1.87
ARE,2017,pv,0.6
GBR,2017,pv,0.38
USA,2017,pv,0.26
URY,2017,pv,1.04
UZB,2017,pv,-0.24
VUT,2017,pv,0.68
VEN,2017,pv,-1.25
VNM,2017,pv,0.21
VIR,2017,pv,0.98
WBG,2017,pv,-1.65
YEM,2017,pv,-2.93
ZMB,2017,pv,0.14
ZWE,2017,pv,-0.71
AFG,2017,rl,-1.58
ALB,2017,rl,-0.41
DZA,2017,rl,-0.93
ASM,2017,rl,1.3
ADO,2017,rl,1.54
AGO,2017,rl,-1.04
AIA,2017,rl,-0.15
ATG,2017,rl,0.41
ARG,2017,rl,-0.24
ARM,2017,rl,-0.21
ABW,2017,rl,1.3
AUS,2017,rl,1.65
AUT,2017,rl,1.8
AZE,2017,rl,-0.58
BHS,2017,rl,0.16
BHR,2017,rl,0.42
BGD,2017,rl,-0.68
BRB,2017,rl,0.63
BLR,2017,rl,-0.88
BEL,2017,rl,1.32
BLZ,2017,rl,-0.97
BEN,2017,rl,-0.65
BMU,2017,rl,0.81
BTN,2017,rl,0.63
BOL,2017,rl,-1.25
BIH,2017,rl,-0.2
BWA,2017,rl,0.36
BRA,2017,rl,-0.31
BRN,2017,rl,0.62
BGR,2017,rl,-0.12
BFA,2017,rl,-0.41
BDI,2017,rl,-1.41
KHM,2017,rl,-1.07
CMR,2017,rl,-1.05
CAN,2017,rl,1.76
CPV,2017,rl,0.35
CYM,2017,rl,0.74
CAF,2017,rl,-1.76
TCD,2017,rl,-1.32
CHL,2017,rl,0.98
CHN,2017,rl,-0.26
COL,2017,rl,-0.37
COM,2017,rl,-1.1
ZAR,2017,rl,-1.71
COG,2017,rl,-1.16
CRI,2017,rl,0.43
HRV,2017,rl,0.31
CUB,2017,rl,-0.45
CYP,2017,rl,0.85
CZE,2017,rl,1.09
CIV,2017,rl,-0.65
DNK,2017,rl,1.8
DJI,2017,rl,-0.93
DMA,2017,rl,0.65
DOM,2017,rl,-0.43
ECU,2017,rl,-0.72
EGY,2017,rl,-0.45
SLV,2017,rl,-0.87
GNQ,2017,rl,-1.37
ERI,2017,rl,-1.59
EST,2017,rl,1.25
SWZ,2017,rl,-0.27
ETH,2017,rl,-0.47
FJI,2017,rl,-0.08
FIN,2017,rl,2.02
FRA,2017,rl,1.4
GUF,2017,rl,1.16
GAB,2017,rl,-0.72
GMB,2017,rl,-0.45
GEO,2017,rl,0.26
DEU,2017,rl,1.57
GHA,2017,rl,0.11
GRC,2017,rl,0.05
GRL,2017,rl,1.69
GRD,2017,rl,0.45
GUM,2017,rl,1.3
GTM,2017,rl,-1.08
